cluster_id,metric_cores,companies,recurrence_count,similarity_scores,unit_family,recommended_action,canonical_provisional_id,canonical_metric_core,low_confidence
cluster_503,farmers_count,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:16,farmers_count,False
cluster_504,co_manufacturers_count,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:17,co_manufacturers_count,False
cluster_505,virgin_plastic_eliminated,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:18,virgin_plastic_eliminated,False
cluster_506,plastic_packaging_managed,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:19,plastic_packaging_managed,True
cluster_507,coffee_farmers_engaged,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:20,coffee_farmers_engaged,False
cluster_508,association_duration,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:21,association_duration,True
cluster_509,spice_farmers_trained,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:22,spice_farmers_trained,False
cluster_510,farmers_registered,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:23,farmers_registered,False
cluster_511,railway_usage,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:24,railway_usage,True
cluster_512,payload_utilization,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:25,payload_utilization,True
cluster_513,energy_usage,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:26,energy_usage,False
cluster_514,generation_of_wastewater,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:27,generation_of_wastewater,False
cluster_515,greenhouse_gas_emissions,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:28,greenhouse_gas_emissions,False
cluster_516,awards,ITC | Nestle India,2,Nestle India:nestle_india_new_metric_distance_audit_v2:29<->ITC:itc_new_metric_distance_audit_applied:63:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:30<->ITC:itc_new_metric_distance_audit_applied:63:1.000,unknown,watch,Nestle India:nestle_india_new_metric_distance_audit_v2:29,awards,True
cluster_517,sales_contribution,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:31,sales_contribution,True
cluster_518,statutory_auditors_term,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:32,statutory_auditors_term,True
cluster_519,financial_year_duration,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:33,financial_year_duration,True
cluster_520,employee_benefit_contributions,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:34,employee_benefit_contributions,False
cluster_521,provident_fund_contributions,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:35,provident_fund_contributions,False
cluster_522,employee_benefit_contributions,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:36,employee_benefit_contributions,False
cluster_523,provident_fund_contributions,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:37,provident_fund_contributions,False
cluster_524,service_contracts,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:38,service_contracts,True
cluster_525,notice_period,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:39,notice_period,False
cluster_526,executive_director_appointments,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:40,executive_director_appointments,True
cluster_527,whole_time_director_termination,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:41,whole_time_director_termination,True
cluster_528,independent_non_executive_director_term,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:42,independent_non_executive_director_term,True
cluster_529,SRC_meeting_count,Nestle India,1,,ratio,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:43,SRC_meeting_count,True
cluster_530,SRC_meetings,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:44,SRC_meetings,True
cluster_531,complaints_received,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:45,complaints_received,True
cluster_532,csr_committee_meetings_held,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:46,csr_committee_meetings_held,True
cluster_533,csr_committee_meetings_attended,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:47,csr_committee_meetings_attended,True
cluster_534,csr_committee_meetings_held,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:48,csr_committee_meetings_held,True
cluster_535,csr_committee_meetings_attended,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:49,csr_committee_meetings_attended,True
cluster_536,csr_committee_meetings_held,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:50,csr_committee_meetings_held,True
cluster_537,csr_committee_meetings_attended,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:51,csr_committee_meetings_attended,True
cluster_538,food_processing_turnover,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:52,food_processing_turnover,False
cluster_539,milk_products_turnover,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:53,milk_products_turnover,False
cluster_540,prepared_dishes_turnover,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:54,prepared_dishes_turnover,False
cluster_541,confectionery_turnover,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:55,confectionery_turnover,False
cluster_542,beverages_turnover,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:56,beverages_turnover,False
cluster_543,complaints_pending_resolution,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:58,complaints_pending_resolution,True
cluster_544,complaints_pending_resolution,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:61,complaints_pending_resolution,True
cluster_545,complaints_filed,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:62,complaints_filed,True
cluster_546,complaints_pending_resolution,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:63,complaints_pending_resolution,True
cluster_547,capex,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:64,capex,True
cluster_548,certifications,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:65,certifications,False
cluster_549,certifications,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:66,certifications,False
cluster_550,certifications,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:67,certifications,False
cluster_551,certifications,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:68,certifications,False
cluster_552,certifications,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:69,certifications,False
cluster_553,greenhouse_gas_emissions,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:70,greenhouse_gas_emissions,True
cluster_554,greenhouse_gas_emissions,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:71,greenhouse_gas_emissions,True
cluster_555,ingredients_sourced_from_regenerative_agriculture,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:72,ingredients_sourced_from_regenerative_agriculture,True
cluster_556,executive_directors_count,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:74,executive_directors_count,True
cluster_557,independent_non_executive_directors_count,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:75,independent_non_executive_directors_count,True
cluster_558,awareness_programmes,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:76,awareness_programmes,True
cluster_559,sales_to_dealers_distributors,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:77,sales_to_dealers_distributors,False
cluster_560,number_of_dealers_distributors,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:78,number_of_dealers_distributors,False
cluster_561,purchases_with_related_parties,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:79,purchases_with_related_parties,True
cluster_562,sales_to_related_parties,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:80,sales_to_related_parties,True
cluster_563,loans_to_related_parties,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:81,loans_to_related_parties,True
cluster_564,investments_in_related_parties,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:82,investments_in_related_parties,False
cluster_565,awareness_programmes,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:83,awareness_programmes,True
cluster_566,awareness_programmes,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:84,awareness_programmes,True
cluster_567,awareness_programmes,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:85,awareness_programmes,True
cluster_568,value_chain_programme_partners_covered,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:86,value_chain_programme_partners_covered,False
cluster_569,value_chain_programme_partners_covered,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:87,value_chain_programme_partners_covered,False
cluster_570,purchases_from_trading_houses,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:88,purchases_from_trading_houses,False
cluster_571,number_of_trading_houses,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:89,number_of_trading_houses,False
cluster_572,energy_savings,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:90,energy_savings,True
cluster_573,sourced_inputs,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:92,sourced_inputs,True
cluster_574,EPR_target,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:94,EPR_target,False
cluster_575,collection_network,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:95,collection_network,True
cluster_576,input_material_recycled_percentage,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:96,input_material_recycled_percentage,True
cluster_577,plastic_waste_managed_through_recycling,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:97,plastic_waste_managed_through_recycling,True
cluster_578,plastics_reused,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:98,plastics_reused,False
cluster_579,plastics_recycled,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:99,plastics_recycled,False
cluster_580,pre_consumer_plastic_packaging_waste_recycling_rate,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:100,pre_consumer_plastic_packaging_waste_recycling_rate,False
cluster_581,health_and_safety_assessments,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:101,health_and_safety_assessments,False
cluster_582,working_conditions_assessments,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:102,working_conditions_assessments,False
cluster_583,loss_of_life_benefit,Nestle India,1,,duration,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:103,loss_of_life_benefit,False
cluster_584,health_and_safety_assessment,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:104,health_and_safety_assessment,True
cluster_585,working_conditions_assessment,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:105,working_conditions_assessment,True
cluster_586,affected_employees_workers,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:106,affected_employees_workers,False
cluster_587,rehabilitated_workers,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:107,rehabilitated_workers,False
cluster_588,waste_segmentation,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:108,waste_segmentation,True
cluster_589,employees_workers_covered_other_than_permanent,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:109,employees_workers_covered_other_than_permanent,False
cluster_590,percentage_employees_workers_covered_other_than_permanent,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:110,percentage_employees_workers_covered_other_than_permanent,False
cluster_591,employees_workers_covered_total,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:111,employees_workers_covered_total,False
cluster_592,employees_workers_covered_total,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:113,employees_workers_covered_total,False
cluster_593,employees_workers_covered_permanent,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:115,employees_workers_covered_permanent,False
cluster_594,percentage_employees_workers_covered_permanent,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:116,percentage_employees_workers_covered_permanent,False
cluster_595,employees_workers_covered_permanent,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:117,employees_workers_covered_permanent,False
cluster_596,percentage_employees_workers_covered_permanent,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:118,percentage_employees_workers_covered_permanent,False
cluster_597,employees_workers_covered_other_than_permanent,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:119,employees_workers_covered_other_than_permanent,False
cluster_598,percentage_employees_workers_covered_other_than_permanent,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:120,percentage_employees_workers_covered_other_than_permanent,False
cluster_599,total_energy_consumed,Nestle India,1,,energy,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:122,total_energy_consumed,False
cluster_600,water_intake_change,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:123,water_intake_change,True
cluster_601,ghg_emission,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:129,ghg_emission,False
cluster_602,ghg_emission,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:130,ghg_emission,False
cluster_603,co2_emissions,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:131,co2_emissions,False
cluster_604,waste_intensity_in_terms_of_physical_output | waste_intensity_physical_output,ITC | Nestle India,2,Nestle India:nestle_india_new_metric_distance_audit_v2:132<->ITC:itc_new_metric_distance_audit_applied:435:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:132<->ITC:itc_new_metric_distance_audit_applied:436:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:173<->ITC:itc_new_metric_distance_audit_applied:435:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:173<->ITC:itc_new_metric_distance_audit_applied:436:1.000,weight,watch,Nestle India:nestle_india_new_metric_distance_audit_v2:173,waste_intensity_in_terms_of_physical_output,False
cluster_605,ewaste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:134,ewaste,True
cluster_606,scope_3_emissions,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:139,scope_3_emissions,False
cluster_607,vehicle_utilization,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:142,vehicle_utilization,True
cluster_608,payload_utilization,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:143,payload_utilization,True
cluster_609,environmental_assessment,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:144,environmental_assessment,True
cluster_610,trade_industry_affiliations,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:145,trade_industry_affiliations,True
cluster_611,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:146,csr_beneficiaries,True
cluster_612,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:147,csr_beneficiaries,True
cluster_613,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:148,csr_beneficiaries,False
cluster_614,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:149,csr_beneficiaries,True
cluster_615,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:150,csr_beneficiaries,False
cluster_616,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:151,csr_beneficiaries,True
cluster_617,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:152,csr_beneficiaries,False
cluster_618,csr_beneficiaries,Nestle India,1,,unknown,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:153,csr_beneficiaries,True
cluster_619,input_material_sourced,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:154,input_material_sourced,False
cluster_620,wages_paid,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:155,wages_paid,False
cluster_621,data_breach_instances,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:156,data_breach_instances,True
cluster_622,data_review_sites,Nestle India,1,,count,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:157,data_review_sites,True
cluster_623,water_discharge_surface_with_treatment,Nestle India,1,,volume,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:158,water_discharge_surface_with_treatment,False
cluster_624,water_discharge_surface_with_treatment,Nestle India,1,,volume,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:160,water_discharge_surface_with_treatment,False
cluster_625,e_waste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:162,e_waste,False
cluster_626,e_waste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:163,e_waste,False
cluster_627,construction_and_demolition_waste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:165,construction_and_demolition_waste,False
cluster_628,total_waste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:171,total_waste,False
cluster_629,total_waste,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:172,total_waste,False
cluster_630,emission_intensity,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:178,emission_intensity,False
cluster_631,green_house_gas_emissions,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:179,green_house_gas_emissions,False
cluster_632,specific_energy_consumption,Nestle India,1,,energy,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:180,specific_energy_consumption,False
cluster_633,specific_ghg_emission,Nestle India,1,,weight,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:181,specific_ghg_emission,False
cluster_634,specific_ghg_emission,Nestle India,1,,percentage,keep_provisional,Nestle India:nestle_india_new_metric_distance_audit_v2:182,specific_ghg_emission,False
cluster_635,women_reached,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:1,women_reached,True
cluster_636,maternal_and_child_health_covered,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:2,maternal_and_child_health_covered,False
cluster_637,youth_trained,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:3,youth_trained,True
cluster_638,platinum_certified_buildings,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:4,platinum_certified_buildings,True
cluster_639,factories,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:5,factories,True
cluster_640,energy_from_renewable_sources,ITC,1,,percentage,keep_provisional,ITC:itc_new_metric_distance_audit_applied:6,energy_from_renewable_sources,False
cluster_641,acres_covered,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:7,acres_covered,False
cluster_642,acres_greened,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:8,acres_greened,True
cluster_643,sustainable_livelihoods_supported,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:9,sustainable_livelihoods_supported,True
cluster_644,farmer_registrations,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:10,farmer_registrations,False
cluster_645,children_benefitted,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:11,children_benefitted,True
cluster_646,acres_covered,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:12,acres_covered,True
cluster_647,agritech_platform_scale,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:13,agritech_platform_scale,True
cluster_648,farmers_reached,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:14,farmers_reached,False
cluster_649,factories,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:15,factories,True
cluster_650,retailers,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:16,retailers,False
cluster_651,manufacturing_facilities,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:17,manufacturing_facilities,False
cluster_652,retail_outlets,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:18,retail_outlets,False
cluster_653,sustainable_livelihoods,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:19,sustainable_livelihoods,True
cluster_654,biodiversity_conservation_area,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:20,biodiversity_conservation_area,True
cluster_655,health_and_sanitation_beneficiaries,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:21,health_and_sanitation_beneficiaries,False
cluster_656,education_support_children,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:22,education_support_children,True
cluster_657,well_being_out_of_waste_citizens_covered,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:23,well_being_out_of_waste_citizens_covered,False
cluster_658,water_harvesting_structures,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:24,water_harvesting_structures,False
cluster_659,farmers_benefitted,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:25,farmers_benefitted,False
cluster_660,farmer_producer_organizations_supported,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:26,farmer_producer_organizations_supported,False
cluster_661,director_commission,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:27,director_commission,True
cluster_662,sitting_fees,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:28,sitting_fees,True
cluster_663,sitting_fees,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:29,sitting_fees,True
cluster_664,sitting_fees,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:30,sitting_fees,True
cluster_665,committee_meetings_attendance,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:31,committee_meetings_attendance,True
cluster_666,csr_sustainability_committee_meetings,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:32,csr_sustainability_committee_meetings,True
cluster_667,committee_members_present,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:33,committee_members_present,True
cluster_668,committee_members_present,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:34,committee_members_present,True
cluster_669,committee_meetings_attendance,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:35,committee_meetings_attendance,True
cluster_670,committee_meetings_attendance,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:36,committee_meetings_attendance,True
cluster_671,committee_meetings_attendance,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:37,committee_meetings_attendance,True
cluster_672,corporate_management_committee_meetings,ITC,1,,duration,keep_provisional,ITC:itc_new_metric_distance_audit_applied:38,corporate_management_committee_meetings,True
cluster_673,performance_review_reports_subsidiaries,ITC,1,,duration,keep_provisional,ITC:itc_new_metric_distance_audit_applied:39,performance_review_reports_subsidiaries,True
cluster_674,corporate_management_committee_members,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:40,corporate_management_committee_members,True
cluster_675,emerging_markets_growth,ITC,1,,percentage_points,keep_provisional,ITC:itc_new_metric_distance_audit_applied:41,emerging_markets_growth,True
cluster_676,costs,ITC,1,,percentage,keep_provisional,ITC:itc_new_metric_distance_audit_applied:42,costs,True
cluster_677,yields,ITC,1,,percentage,keep_provisional,ITC:itc_new_metric_distance_audit_applied:43,yields,True
cluster_678,incomes,ITC,1,,percentage,keep_provisional,ITC:itc_new_metric_distance_audit_applied:44,incomes,False
cluster_679,area_covered,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:45,area_covered,True
cluster_680,area_stoppage_stubble_burning,ITC,1,,monetary,keep_provisional,ITC:itc_new_metric_distance_audit_applied:46,area_stoppage_stubble_burning,True
cluster_681,carbon_release,ITC,1,,weight,keep_provisional,ITC:itc_new_metric_distance_audit_applied:47,carbon_release,True
cluster_682,buildings_certified,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:48,buildings_certified,True
cluster_683,aws_certification,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:49,aws_certification,False
cluster_684,aws_certification,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:50,aws_certification,True
cluster_685,aws_certification,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:51,aws_certification,True
cluster_686,sustainable_livelihoods,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:52,sustainable_livelihoods,True
cluster_687,platinum_certification_units,ITC,1,,count,keep_provisional,ITC:itc_new_metric_distance_audit_applied:53,platinum_certification_units,False
cluster_688,wind_farm,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:54,wind_farm,True
cluster_689,mother_brands,ITC,1,,unknown,keep_provisional,ITC:itc_new_metric_distance_audit_applied:55,mother_brands,True
